Questions,Answers
" Question 7.   Figure  2 shows the results of telo- mere measurements in peripheral blood using  ﬂ ow cytometry. Genetic testing revealed a variant  of unknown signiﬁ cance in exon 14 of the TERT  gene (G3115A), resulting in a single amino acid  substitution (alanine for threonine at codon  1039). The clinical testing report further explains  that this variant was not reported previously and  was not found in population-based cohorts.  Furthermore the amino acid is poorly conserved  in available species and in silico protein function  analysis predicts the mutation to be benign and  tolerated.  Does the patient have DC? What additional  testing could solidify the diagnosis?   A.  Yes, the patient has DC and the variant of  unknown signiﬁ cance is causing disease as  no other mutation or variant was identiﬁ ed in  six tested genes. No further testing is required.    B.  No, the patient does not have DC because the  variant of unknown signiﬁ cance is predicted  to be benign and no other mutation or variant  was identiﬁ ed. A next-generation sequencing  panel including additional known BMF genes  should be performed.     C.  Yes, the patient has DC but the variant of  unknown signiﬁ cance is not causing disease  as it is predicted to be benign. Because  genetic testing is only available for six out of  ten DC genes, whole exome sequencing  should be used to look for mutations in the  remaining known DC genes or in novel DC  genes.   D.  Yes, the patient most likely has DC because  of his classic clinical manifestations and the  very short telomeres. It is highly likely that  the variant of unknown signiﬁ cance is patho- genic and responsible for his disease.  ",D 
" Question 8.   Once a diagnosis of DC is con- ﬁ rmed, what treatment is suggested?   A.  The only cure for DC is hematopoietic stem  cell transplant.     B.  There is no cure for DC. The patient should  take antioxidants and not smoke.    C.  Androgens might improve peripheral blood  cell counts.     Inherited Bone Marrow Failure Syndromes  606 Lymphocytes 16 14 12 10 8 6 4 2 0 0 10 20 30 Granulocytes Telomere Length (kb) Age (years) 40 50 60 70 80 90 100 99th percentile 90th percentile 50th percentile 10th percentile 1st percentile 0 10 20 30 40 50 60 70 80 90 100 16 14 12 10 8 6 4 2 0",C 
"Question 1. What other laboratory studies should be performed to support this diagnosis according to internationally accepted criteria? A. C-reactive protein, hepatic transaminases, MRI brain B. C-reactive protein, NK cell function, serum soluble IL-2 receptor C. NK cell function, serum soluble IL-2 recep tor, bone marrow aspiration/biopsy D. NK cell function, C-reactive protein, bone marrow aspiration/biopsy",D 
Question 2. Laboratory testing for familial causes of HLH reveals a mutation in the PRF1 gene that results in near-absent expression of perforin. What is the role of perforin in the pathogenesis of HLH? A. Endocytosis of infl ammatory cytokines B. Microtubule formation C. Direct cytotoxicity D. Vesicle docking,C
Question 3. What are considered to be the opti mal treatment options for patients with HLH? A. Dexamethasone and etoposide B. Alemtuzumab C. Antithymocyte globulin methyl prednisolone D. Allogeneic hematopoietic transplantation E. All of the above and stem cell,E
"Question 4. When you search for possible infectious etiologies for this patient�s HLH, you discover that his plasma contains greater than one million copies per milliliter of Epstein Barr virus (EBV), which is also the likely cause for the patient�s rash. What is the most effec tive option to treat the EBV? A Ganciclovir B. Rituximab C. Valganciclovir D. Plasmapheresis",B
"Question 5. In which of the following scenar ios is hematopoietic stem cell transplantation NOT indicated for a patient with HLH? A. No evidence of current or familial HLH after initial 8 weeks of therapy B. No evidence of familial HLH, but persistent pancytopenia and fever after initial therapy C. Reactivation of HLH after initial therapy D. Evidence of familial HLH",A
"Diagnosis, and Treatment Options  for HLH   A 14-month-old male with a 1-week history of  high fevers and recent onset of total-body maculo- papular rash presents to the local emergency  department. He has no signiﬁ cant medical or fam- ily history. On examination, he was found to have  widened pulse pressures and difﬁ culty in breath- ing. He has massive hepatosplenomegaly but no  lymphadenopathy. A CBC is performed and shows    severe pancytopenia. Serum ferritin is markedly 
elevated. Plasma fi brinogen is normal, but the 
serum triglyceride level is elevated. He is trans
ferred to the intensive care unit for further moni
toring and evaluation. HLH is strongly suspected. 
  Question 1.   What other laboratory studies 
should be performed to support this diagnosis 
according to internationally accepted criteria? 
    A.  
  C-reactive protein, hepatic transaminases, 
MRI brain   
  
 B.    C-reactive protein, NK cell function, serum 
soluble IL-2 receptor   
C.    NK cell function, serum soluble IL-2 recep
tor, bone marrow aspiration/biopsy   
   D.  
  NK cell function, C-reactive protein, bone 
marrow aspiration/biopsy",C 
 Question 2.   Laboratory testing for familial  causes of HLH reveals a mutation in the  PRF1   gene that results in near-absent expression of  perforin. What is the role of perforin in the  pathogenesis of HLH?   A.  Endocytosis of inﬂ ammatory cytokines    B.  Microtubule formation    C.  Direct cytotoxicity   D.  Vesicle docking ,A 
 Question 3.   What are considered to be the opti- mal treatment options for patients with HLH?   A.  Dexamethasone and etoposide    B.  Alemtuzumab    C.   Antithymocyte  globulin  and  methyl prednisolone   D.  Allogeneic  hematopoietic  stem  cell  transplantation      E.  All of the above ,D 
" Question 4.   When you search for possible  infectious etiologies for this patient’s HLH, you  discover that his plasma contains greater than  one million copies per milliliter of Epstein- Barr virus (EBV), which is also the likely cause  for the patient’s rash. What is the most effec- tive option to treat the EBV?    A  Ganciclovir    B.  Rituximab    C.  Valganciclovir   D.  Plasmapheresis ",E 
" Question 5.   In which of the following scenar- ios is hematopoietic stem cell transplantation  NOT indicated for a patient with HLH?   A.  No evidence of current or familial HLH after  initial 8 weeks of therapy    B.  No evidence of familial HLH, but persistent  pancytopenia and fever after initial therapy    C.  Reactivation of HLH after initial therapy   D.  Evidence of familial HLH ",B 
"Question 6. A 5-year-old boy is diagnosed with GD and commenced on ERT because of massive splenomegaly, thrombocytopenia and anaemia. Prior to starting ERT, his platelet count was 30 � 10 9 /l. Following 2 years on ERT, splenomeg aly has signifi cantly improved and he is transfu sion independent. However, the platelet count has not increased. He bruises easily and has intermit tent epistaxis. Otherwise he is well. What is the next most appropriate step in management?     A.  
  Splenectomy.   
  
 B.    Increase the dose of ERT.   
  
 C.    Commence regular tranexamic acid.   
   D.  
  Exclude haematinic defi ciency and investi
gate and manage for ITP.   
  
 E.    Bone marrow biopsy to exclude malignancy.",D 
"Question 7. A 26-year-old woman is diagnosed with Gaucher disease during the fi rst trimester of 627 Lysosomal Storage Disorders: Haematology Perspective Table 5 Indications for splenectomy in GD patients (Cox et al. 2008 ) Indications for splenectomy Controlling life-threatening cytopenia Pressure effects (e.g. hydronephrosis, inferior vena cava syndrome) Severe cachexia due to massive splenomegaly despite introduction of ERT Splenic rupture Autoimmune haemolytic anaemia or ITP when other controlling measures have failed Transfusion-related glycolipid loading and worsening hypersplenism Enlarging mass in the spleen (if lymphoma or other tumour suspected) Severe abdominal pain crises Splenic abscess Patients without access to ERT with life-threatening complications pregnancy. She had a post-partum haemorrhage during her previous pregnancy. The strongest indication for treatment with ERT is: A. Symptomatic bone disease. B. Platelet count",D 
" Question 8.   A 55-year-old woman with GD  requires a hip replacement. She had a splenec- tomy during childhood for splenomegaly and  thrombocytopenia when her diagnosis of GD was  made. She denies having a bleeding tendency.  Her liver is normal in size. She has been on ERT  for 15 years and has a normal platelet count, PT  is 11 s, and aPTT is 25 s.   Table 5   Indications for splenectomy in GD patients  (Cox et al.  2008 )   Indications for splenectomy   Controlling life-threatening cytopenia   Pressure effects (e.g. hydronephrosis, inferior vena  cava syndrome)   Severe cachexia due to massive splenomegaly despite  introduction of ERT   Splenic rupture   Autoimmune haemolytic anaemia or ITP when other  controlling measures have failed   Transfusion-related glycolipid loading and worsening  hypersplenism   Enlarging mass in the spleen (if lymphoma or other  tumour suspected)   Severe abdominal pain crises   Splenic abscess   Patients without access to ERT with life-threatening  complications   Table 6   FDA pregnancy safety category for drugs  approved for GD   Drug   Class   FDA category   Imiglucerase   ERT   C   Velaglucerase alfa   ERT   B   Taliglucerase alfa   ERT   B   Miglustat   SRT   X   Eliglustat tartrate   SRT   C   ERT enzyme replacement therapy,  SRT substrate reduc- tion therapy  Lysosomal Storage Disorders: Haematology Perspective  628  What is the best approach to her perioperative  management?  A.  No speciﬁ c advice needs to be given.  Perioperative care is standard.    B.  Check PFA-100 or platelet aggregometry. If  they are normal, no speciﬁ c advice needs to  be given.    C.  Check PFA-100 or platelet aggregometry.  Even if normal, warn surgical team that there  may be an increased risk of unexpected bleed- ing and they may need to use platelets,  DDAVP or tranexamic acid. Asplenic pro- phylaxis needs to be managed as per local  guidelines. VTE prophylaxis is advised  unless there is post-operative bleeding.   D.  Advice regarding asplenic precautions as per  local guidelines and VTE prophylaxis. No  need for speciﬁ c advice about haemostasis.    E.   Give platelets, FFP and tranexamic acid as  bleeding prophylaxis. ",C 
" Question 9.   A 35-year-old splenectomised  woman with GD had a post-partum right leg  DVT 5 years ago which was successfully treated  with 3 months of LMWH. She now has a DVT in  the left leg following a long-haul ﬂ ight. She is on  maintenance ERT which was started for throm- bocytopenia and bone pain crises. She no longer  has bone pain, and full blood count and coagula- tion proﬁ le are normal.   The most appropriate management includes:  A.  Undertake thrombophilia screen to help  decide upon long-term anticoagulation.     B.  A standard 3-month period of anticoagulation  without speciﬁ c follow-up.    C.  Life-long anticoagulation.   D.  Three months of anticoagulation followed by  prophylaxis when at increased risk during  future periods of immobility, surgery or long-  haul travel.    E.  Cease ERT and manage as per provoked VTE  guidelines.      ",D 
" Question 10.   A 60-year-old splenectomised  male patient with GD has been admitted to the  general medical ward with right lower lobe pneu- monia. He has been receiving ERT for 10 years  and is generally reasonably well. He has a Hb of  110 g/L, MCV of 90ﬂ , WCC of 15.0 × 10 9 /l, neu- trophils of 11.0 × 10 9 /l and platelets of 110 × 10 9 /l.  You are asked about whether this patient should  receive VTE prophylaxis. The best answer is:  A.  Standard LMWH prophylaxis    B.  No LMWH, but provide compression  stockings      C.  Reduced dose LMWH and compression  stockings     D.  No LMWH, but encourage early ambulation    E.  None of the above ","E (possibly A, B or D) "
" A 28-year-old woman is referred with a history  of three miscarriages in the ﬁ rst 10 weeks of ges- tation. She has previously been demonstrated to  have a positive lupus anticoagulant (LA) on two  occasions, 12 weeks apart. On both occasions  anticardiolipin antibodies (aCL) IgM and IgG  were consistently below 10 iu.   Question 1.   How would you manage future  pregnancies?   A.  Prophylactic UFH plus low-dose aspirin  (LDA)    B.  Intermediate-dose UFH plus aspirin    C.  Prophylactic LMWH plus aspirin   D.  Aspirin alone/no anticoagulation    E.  Choice of A–C ",E
 Question 2.   When would you stop anticoagu- lation in this case?   A.  Immediately after delivery    B.  Seven days postpartum    C.  Six weeks postpartum   D.  Continue anticoagulation indeﬁ nitely ,C
 Question 3.   How would you manage the same  patient if she had a negative LA on two   occasions but positive aCL IgG of 14 iu and  19 iu? ACL IgM was below 10 iu both times.   A.  Prophylactic UFH plus LDA    B.  Intermediate-dose UFH plus LDA    C.  Prophylactic LMWH plus LDA   D.  Aspirin alone/no anticoagulation    E.  Choice of A–C  Reproductive Issues in Women with Bleeding and Thrombotic Disorders  652,D 
34-year-old woman with a history of three early miscarriages has been referred to the hae matology clinic to discuss the results of a throm bophilia screen recently undertaken at the time of her last miscarriage. The results show that she is heterozygous for the factor V Leiden mutation (molecular nomenclature) and has a reduced level of protein S. Question 4. Should thrombophilia testing have been done in this case?,No
" A 34-year-old woman with a history of three  early miscarriages has been referred to the hae- matology clinic to discuss the results of a throm- bophilia screen recently undertaken at the time of  her last miscarriage. The results show that she is  heterozygous for the factor V Leiden mutation  (molecular nomenclature) and has a reduced  level of protein S.     Questions 5.   The patient is keen to try any 
intervention that may improve future preg
nancy outcomes.
 How would you proceed ?
    A.  
  Discuss the benefi ts and risks of heparin ther
apy and allow patient choice.   
  
 B.    Recommend intermediate-dose or prophylac
tic UFH.   
  
 C.    Recommend against any anticoagulation.   
   D.  
  Recommend prophylactic LMWH.",C
 A 28-year-old woman has been found to have a  platelet count of 80 × 10 9 /L at her ﬁ rst booking  blood count in the antenatal clinic. She is  12 weeks pregnant and clinically well with no  personal or family history of bleeding.   Question 6.   What is the most likely diagnosis?   A.  Gestational thrombocytopenia    B.  Primary immune thrombocytopenia    C.  Inherited bleeding disorder ,B
"in Sickle Cell Disease   Question 1.   During a routine outpatient visit, a  32-year-old female with sickle cell disease men- tions that she has been trying to get pregnant.  She has been taking hydroxyurea for the past  5 years. She has a history of frequent vaso- occlusive crises requiring about four hospital- izations per year, but after starting hydroxyurea,  the frequency of her pain crises has signiﬁ cantly  decreased.   R. P.  Naik ,  MD, MHS •  S.  Lanzkron ,  MD, MHS (*) ",B 
" Question 2.   In addition to monitoring and  treating this patient for SCD-related compli- cations, what additional maternal and/or fetal  complications should her providers be vigilant  about during her pregnancy?   A.  Asymptomatic bacteriuria    B.  Intrauterine growth restriction    C.  Preeclampsia   D.  All of the above    E.  None of the above ",D 
" Question 3.   The patient reports that she has  three sisters, all of whom have sickle cell trait,  but that she is the only member of her family with  sickle cell disease. Her sickle cell disease geno- type is Sβ+ thalassemia. Her husband is Hispanic  and was born in the United States.   Which of the following statements is most  accurate regarding prepregnancy counseling  for this patient?   A.  Genetic testing for hemoglobin variants ",C 
" Question 4.   The patient has a history of venous  thromboembolism (VTE) at age 19, which  occurred in the setting of oral contraceptive use.  She was treated with 6 months of anticoagulation  and has not had a recurrence.   Which of the following statements is most  accurate regarding VTE prophylaxis manage- ment in this patient during her pregnancy?   A.  VTE prophylaxis  should not be considered  because sickle cell disease is not a hereditary  thrombophilia.      B.  VTE prophylaxis  should not be considered  because she had a triggered VTE.     C.  VTE prophylaxis  should  be considered  because sickle cell disease itself is an indica- tion for anticoagulation in pregnancy.   D.  VTE prophylaxis  should  be considered  because she had a hormone-related VTE.  ",D 
"of Sickle Cell Disease   Question 5.   A 22-year-old patient with hemo- globin SS who is 31 weeks pregnant is admitted  for vaso-occlusive crisis. She reports nine out of  ten pain in her arms, legs, and chest, which is  typical of her prior painful episodes. She is afe- brile on admission with stable vital signs. Labs  reveal a hemoglobin of 7.5 g/dL.   What is the most appropriate next step in  the management of this patient?   A.  Intravenous opiate therapy    B.  Intravenous nonsteroidal anti-inﬂ ammatory  drug (NSAID) therapy    C.  Simple transfusion   D.  Exchange transfusion ",A 
" Question 6.   During her admission for vaso-  occlusive crisis, the patient experiences a pro- gressive drop in her hemoglobin to 5 g/dL. She  has a history of alloantibodies but has never had  a delayed transfusion reaction. She is otherwise  clinically stable.   What is the most appropriate next step in  the management of this patient?   A.  Avoid transfusion given the history of  alloantibodies.      B.   Check a type and screen and transfuse with  phenotypically matched blood only if anti- bodies are found.     C.  Check a type and screen and transfuse with  phenotypically matched blood based on the  ABO and alloantibody results.    D.  Check a type and screen, obtain records  about her previous alloantibody history,  and transfuse with phenotypically matched  blood based on her current and prior  history.  ",D 
"in β-Thalassemia and Pregnancy   Question 7.    A  36-year-old  female  with  β-thalassemia major on chronic transfusion and  chelation therapy states that she has recently found  out that she is pregnant. She is worried about poten- tial complications during her  pregnancy given her  underlying hemoglobinopathy and iron overload.  Pregnancy in Subjects with Hemoglobinopathies: Precautions and Management  666  Which of the following comorbidities, if  present, poses the highest maternal mortality  risk for this patient?   A.  Cardiac dysfunction due to myocardial iron  overload    B.  Cirrhosis due to hepatic iron overload    C.  Diabetes due to pancreatic iron overload   D.  Hypothyroidism due to thyroid iron overload ",A 
"Discoloration of Foot in a Neonate  2 Weeks After Birth, Indications  for Use of Fresh Frozen Plasma,  Unfractionated Heparin, or Protein C  Concentrate in This Setting   A 2-week-old African American boy born via  spontaneous vaginal delivery at 25 weeks with  low Apgar score (Brandao et al.  2011 ; Van  Winckel et al.  2009a ) and in severe respiratory  distress was found to have bluish discoloration of  his left foot. A venous Doppler ultrasound study  revealed no acute, chronic, superﬁ cial, or deep  venous thrombosis of the left lower extremity. Question 2.   Which of the following agents  would be preferred as an immediate treatment  modality if his head ultrasound is negative for  intracranial bleeding?   A.  Intravenous unfractionated heparin    B.  Fresh frozen plasma (FFP)    C.  Cryoprecipitate   D.  Low-molecular-weight heparin ",B 
" Question 3.   On further investigation, we found  out that our patient’s mother has a prior history of  premature delivery at 23 weeks of gestation age  and death of the neonate immediately after birth  due to complex medical problems. Maternal aunt  also has a history of premature delivery. The  patient’s father is healthy, and no other family  members have had thrombotic events. Protein C,  protein S, and anti-thrombin III (AT III) levels  are normal in both parents. The baby continues to  have worsening ischemia/bluish discoloration of  left foot despite receiving FFP twice daily.   What would you consider now for ongoing  ischemia of left foot provided head ultrasound  remains negative for bleeding?   A.  Start intravenous unfractionated heparin.    B.  Start low-molecular-weight heparin.    C.  Continue Protein C concentrate.   D.  Both A and C. ",D 
"Anticoagulation in Catheter-  Associated Thrombosis and Further  Management   A 3-day-old African American boy born via  spontaneous vaginal delivery at 39 weeks of ges- tational age with low Apgar score of 5 (at 1 min)  and 6 (at 5 min), is noted to have severe respira- tory distress requiring intubation at birth. He has  trisomy 18 diagnosed prenatally and polysub- stance abuse by mother during pregnancy. He had  umbilical arterial and venous catheters placed  immediately after birth. Two days after birth, fol- lowing umbilical arterial line removal, he is  found to have cold and pulseless left lower  extremity. An arterial vascular ultrasound shows  A.U. Zaidi et al.  671 arterial occlusion on the left side of left external  iliac artery, left posterior tibial, anterior tibial,  and peroneal arteries. Head ultrasound does not  show evidence of intracranial bleeding. He  remains critically ill in the NICU.   Question 4.   What would be your ﬁ rst treat- ment modality given the ﬁ ndings on vascular  study?   A.  IV unfractionated heparin    B.  Low-molecular-weight heparin    C.  Systemic thrombolysis with TPA   D.  Catheter-related thrombolysis ",A 
 Question 5.   The patient continues to be on IV  unfractionated heparin with improvement in  pulse and color of left lower extremity. He was  changed to subcutaneous low-molecular-weight  heparin after the therapeutic goal was achieved  on IV unfractionated heparin. Arterial thrombus  in left lower extremity was persistently demon- strated on the 1-week ultrasound study.   What would be your further intervention?   A.  Switch to IV unfractionated heparin.    B.  Discontinue low-molecular-weight heparin.    C.  Continue low-molecular-weight heparin.   D.  Initiate a thrombophilia work-up now. ,B 
"Vein Thrombosis in a Neonate   Question 6.   A 19-h-old baby boy was born at 35  5/7 weeks gestational age to a 19-year-old G1P0  mom via urgent cesarean section due to fetal   distress. He was born limp and blue without any  crying. He was intubated and placed on mechani- cal ventilator, and umbilical catheters were  placed. Soon after this, the NICU team noted a  right abdominal mass. An abdominal ultrasound  demonstrated right renal swelling (no renal mass  or cyst) and a right renal vein thrombus extending  into the inferior vena cava (IVC), causing partial  occlusion of IVC ﬂ ow. A baseline head ultra- sound is negative for intracranial bleeding.   What will be your ﬁ rst step in management?   A.  Obtain thrombophilia work-up.    B.  Conﬁ rm presence of thrombus and check  renal function (BUN/creatinine).     C.  Start IV unfractionated heparin.   D.  All of the above. ",D 
" Question 7.    The patient was started on an unfrac- tionated heparin drip after obtaining thrombo- philia work-up. The patient’s mother is a  19-year-old African American with history of  deep vein thrombosis (unprovoked) at 18 years of  age, treated with aspirin. There is a signiﬁ cant  family history of thrombosis among maternal rela- tives with no diagnosis of thrombophilia. One day  after starting IV unfractionated heparin, the patient  develops a new CNS bleed into his ventricles.   How would you manage renal vein throm- bosis in this case with a severe bleeding  complication?   A.  Continue anticoagulation with unfractionated  heparin.    B.  Change to low-molecular-weight heparin.    C.  Discontinue anticoagulation.   D.  Monitor progression of thrombus with daily  abdominal ultrasound.     E.  C and D. ",E 
"to Hemorrhagic Disease  of the Newborn   A 3-month-old infant presents to the pediatrician  with bloody stool. The infant was born at home  and has been exclusively breastfed. Both the PT  and aPTT are markedly prolonged.   Question 8.   In children with vitamin K deﬁ - ciency, which coagulation labs are abnormal?   A.  PT    B.  PTT    C.  Platelet count   D.  A and B  A.U. Zaidi et al.  673",C 
"Question 9. If vitamin K defi ciency is sus pected, the next best step is : A. Obtain vitamin K levels. B. Obtain PT and PTT. C. Obtain PIVKA. D. Treat with vitamin K empirically.",D 
 Question 10.   What is the best predictor of  neonatal thrombocytopenia?   A.  Maternal platelet count    B.  Gestational age    C.  Degree of complexity in pregnancy   D.  B and C  ,D 
" Question 11.   In a child with thrombocytope- nia at 4 h of age, the least likely cause is:  Neonatal Thrombosis and Coagulopathies  674  A.  Perinatal depression    B.  Pregnancy induced hypertension    C.  NAIT   D.  Sepsis ",D 
" Question 12.   Compared to hemophilia, factor  XIII deﬁ ciency has a higher incidence in the  neonatal period of:   A.  Bruising    B.  Hematuria    C.  Intracranial hemorrhage   D.  Epistaxis  ",C 
" Question 13.   The treatment of factor XIII  deﬁ ciency may be managed by administra- tion of:   A.  PRBCs    B.  FFP    C.  Cryoprecipitate   D.  Factor XIII concentrate    E.  B, C, and D ",E 
"An 80-year-old man is seen in the clinic for easy bruising, melena, and petechiae going on for 4�6 weeks. Past history is signifi cant for prostate cancer treated with pelvic irradiation 2 years ago, hypertension, diabetes mellitus, and congestive heart failure (CHF). He has noticed gradually worsening shortness of breath and bilateral lower extremity swelling. He has no prior history or family history of bleeding disorders. 677 S.A. Abutalib et al. (eds.), Nonmalignant Hematology, DOI 10.1007/978-3-319-30352-9_58 M. Gaddh 678 Question 1. What tests would you order? A. Complete blood count with differential with review of peripheral smear B. Kidney and liver function tests C. Prothrombin time (PT), activated partial thromboplastin time (APTT), and thrombin time (TT) D. Von Willebrand disease (VWD) profi le E. All of the above",E 
Question 2. How will you manage the patient? A. Transfusions of platelets and red blood cells B. Fresh frozen plasma (FFP) C. Liver biopsy D. Perform a diagnostic bone marrow biopsy E. A and D,E 
"A 75-year-old man with history of hypertension and diabetes mellitus is referred to the hematol ogy clinic for isolated prolonged APTT. The abnormality was incidentally noted on screening preoperative labs before knee replacement sur gery. Patient has had two uneventful major sur geries in the past and has no family history of abnormal bleeding. He takes 81 mg of aspirin daily and is not taking any anticoagulant medica tions, herbal medicines, or supplements. Patient 679 Bleeding and Thrombosis in the Elderly reports that he has noticed some pain and bruis ing over the right buttock over the past week. On exam, you notice large ecchymoses in his right gluteal region. Question 3. What is the next step in this patient�s evaluation? A. No further evaluation is needed since patient has had uneventful major surgeries in the past. B. Recheck to confi rm isolated prolonged APTT and proceed with APTT mixing study. C. Recheck to confi rm isolated prolonged APTT and check coagulation factors XII, XI, IX, and VIII. D. Recheck to confi rm isolated prolonged APTT and request a factor VIII inhibitor screen.",B 
"An APTT mixing study is ordered that corrects immediately, but is abnormally elevated again after 2 h� incubation. Addition of phospholipid source does not correct the APTT. Factor VIII activity is 8 %, vW antigen and activity assays are unremarkable. Factor VIII inhib itor titer returns at 20 Bethesda Units (BU)/ml. Question 4. What is the diagnosis? A. Acquired hemophilia A (AHA) B. Lupus anticoagulant C. Acquired von Willebrand syndrome (AvWS) D. Test results are inconclusive",A 
Question 5 The patient�s Bethesda titer is 20 BU/ml. What is an appropriate treatment regimen for this patient? A. Bypassing agents B. Cyclophosphamide and steroids C. Rituximab D. A and B,D 
"After 4 weeks of treatment with steroids and cyclophosphamide, the patient has resolution of coagulopathy, eradication of inhibitor, and normalization of Factor VIII level. Thereafter, he undergoes an uneventful knee replacement surgery. Eight months later, he returns with severe right hip pain with CT scan showing large hematoma in the gluteal region, and labs showing recurrence of factor VIII inhib itor (10 BU/ml). Question 6. How should he be treated now? A. Retreat with immune suppression regimen B. Immune tolerance induction C. Enrollment in clinical trial D. Palliative care and refer to hospice E. A, B, or C",E 
"An 81-year-old man with past history of diver ticulosis, coronary artery disease, systolic heart failure, and mild renal insuffi ciency with creati nine clearance of 42 ml/min presents with chest pain and shortness of breath. He reports chronic bilateral lower extremity edema with acute wors ening in the left leg for 1 week. Patient is diag nosed with left femoropopliteal DVT and bilateral segmental PE. There is no evidence of right heart strain and patient�s vitals are stable. Question 7. What is your initial management? A. Discharge with outpatient anticoagulation B. Admit to the hospital and start UFH or renally adjusted low-molecular-weight heparin (LMWH) and vitamin K antagonist (VKA) C. Admit to the hospital and start a direct oral anticoagulant (DOAC) D. Admit to the hospital and place an inferior vena cava (IVC) fi lter E. B or C",E 
The patient is discharged from the hospital on VKA (because of patient prefer ence) with regular follow-up at the anticoagula tion clinic. Question 8. How long should he continue anticoagulation? A. 3 months B. 6 months C. 12 months D. Indefi nitely with periodic reassessment of risk of bleeding,D 
"1 month after the episode of VTE, patient presents to the emergency room with major gastrointestinal bleeding with a four gram drop in hemoglobin and an INR of 3.8. Question 9. How will you manage this patient? A. Give vitamin K 10 mg and replace clotting factors with FFP or prothrombin complex concentrate (PCC) B. IVC fi lter C. Consult gastroenterology for colonoscopy D. All of the above",D 
"in Prophylactic and Therapeutic  Settings A  34-year-old  Hispanic  female  presents   with relapsed pre-B cell acute lymphoblastic   leukemia (ALL) involving peripheral blood  (WBC = 50 × 109/L, 90 % blasts) and bone marrow  (95 % blasts). Cerebrospinal ﬂuid (CSF) is negative  for blasts by ﬂow cytometry. She has no constitu- tional symptoms and no other signiﬁcant medical  problems. During the course of chemotherapy, she  develops thrombocytopenia (platelet count range  15–20 × 109/L,). There is no evidence of bleeding. Question 1. What is the best strategy for  management of thrombocytopenia in this  patient?  A. Prophylactic platelet transfusion for platelet  counts <20 × 109/L  B. Prophylactic platelet transfusion for platelet  counts <10 × 109/L +C. Transfusion of low-dose platelets only in case 
of bleeding
 D. Eltrombopag 75 mg po od ",B
"Question 2. Three days later, the above patient�s platelet count is 5 � 109/L. Her ABO/Rh blood type is A, RhD negative; however, all the avail able platelet products in the blood bank are from RhD+ donors. She remains hemodynamically stable with no evidence of bleeding. Her RBC antibody screen is negative. Which of the following are appropriate approaches to managing this patient (more than one may be correct)? A. Wait for an RhD negative unit to become available. B. Give the RhD-positive unit with Rh immune globulin (RhIG). C. Give the RhD-positive unit without RhIG. D. Give the RhD-positive unit and monitor for hemolysis.",B or C
"After salvage chemotherapy, she undergoes myeloablative hematopoietic stem cell transplant (HSCT) using peripheral blood stem cells from an HLA-matched related donor. On day 8 posttransplant, her clinical course is com plicated by neutropenic fever (ANC 0.02 � 109/L), severe mucositis of the oropharynx, nausea, vom iting, and diarrhea. She is started on vancomycin and meropenem. She also develops profound thrombocytopenia complicated by petechiae, gum bleeding, streaky hematemesis, and hematuria. She was noted to be refractory to platelet transfusions (see Table 1). Her body surface area is 1.76 m2. She reports to the transplant team that she required many platelet transfusions in her native country in South America during her initial treatment for leukemia. What is the best strategy for platelet transfusion in this patient? A. HLA-matched platelets B. ABO-compatible platelets C. Fresh platelets (",A
"Guidelines in Sickle Cell Disease A 33-year-old female with sickle cell anemia has  multiple signiﬁcant complications, including  recurrent acute chest syndrome, frequent vaso-  occlusive crises, avascular necrosis of bilateral  hips, delayed transfusion-related reactions, pul- monary hypertension, sickle retinopathy, nephrop- athy, and healing lower extremity wounds. She presents to your facility with a vaso-  occlusive crisis (VOC) affecting her right arm  and Hb 7.0 g/dL. She is in painful distress, but  vital signs are stable (T- 37.8 °C, HR 88 beats/ min, BP 120/80 mmHg, RR 16/min, O2 sat 97 %  on room air). According to the blood bank, she  has a history of multiple alloantibodies identiﬁed  many years ago at an outside institution: anti-K,  anti-Jkb, anti-M, and anti-S. This outside institu- tion had been supporting her with phenotypically  matched red cells for transfusion. She has had a  negative RBC antibody screen for the past  10 years. Question 4. Which of the following is the most  appropriate next step in management?  A. Simple transfusion  B. Exchange transfusion  C. No transfusion at this time",C
"Question 5. Despite the absence of a speciﬁc  indication, the treating physician requests two  units of phenotypically matched RBCs, which  were transfused uneventfully. However, a third  transfusion 5 days later in her hospitalization is  associated with a signiﬁcant delayed hemolytic  transfusion reaction, in which her hemoglobin  drops to 3.0 g/dL. She develops acute renal injury  and is transferred to the ICU. Blood bank workup  at that time reveals no new alloantibodies, a nega- tive direct antiglobulin test (DAT), and no evi- dence of incompatibility between the patient and  the transfused units. How would you manage this complication?  A. Corticosteroids (0.5–1 g intravenous methyl- prednisolone and/or subsequent 1 mg/kg  prednisolone)  B. Avoid transfusion  C. IVIG (1 mg/kg/day for 2 days or 0.4 mg/kg/ day for 5 days)  D. Rituximab 375 mg/m2 ","B (with A, C, or D)"
