Questions,Answers
"A 25-year-old African-American man is given anti-malarial 
prophylaxis for a trip to West Africa. Over the next week he develops 
increasing fatigue. On physical examination there are no abnormal 
findings. Laboratory studies show a hematocrit of 30%. Examination 
of his peripheral blood smear shows red blood cells with numerous 
Heinz bodies. There is a family history of this disorder, with males, 
but not females, affected. Which of the following is the most likely 
diagnosis?
a. Beta-thalassemia
b. Sickle cell anemia
c. Alpha-thalassemia
d. Hereditary spherocytosis
e. G6PD deficiency","Ans. e. G6PD deficiency 
Ref William’s 8/e p656, 661
The clue to the diagnosis is the drug induced hemolytic anemia with 
Heinz bodies and the most importantly positive family history with only 
male persons affected. Glucose-6-phosphatase dehydrogenase (G6PD) 
deficiency is one of the most common enzyme deficiency in humans. 
It is inherited as an X-recessive linked disorder. G6PD deficiency is 
polymorphic, with more than 300 variants. G6PD deficiency can present 
as neonatal hyperbilirubinemia. Persons with this disorder can experience 
episodes of brisk hemolysis in response to oxidative stresses or, less 
commonly, have chronic hemolysis. However, many individuals with 
G6PD deficiency are asymptomatic."
"A study is conducted to determine what changes in the size of the 
spleen take place with hematologic disorders. The spleen sizes 
are estimated from CT scans for adult patients who developed 
complications of their hematologic disease. For which of the 
following diseases is the spleen most likely to remain normal in size?
a. Autoimmune hemolytic anemia
b. Chronic alcohol abuse
c. Myeloproliferative disorder
d. Idiopathic thrombocytopenic purpura
e. Sickle cell anemia","Ans. d. Idiopathic thrombocytopenic purpura 
 
 
Ref: Harrison’s 17/e p855
AIHA, Chronic alcohol abuse and myeloproliferative disorders are all 
associated with increase in spleen size. Repeated micro-infarctions can 
destroy tissues having micro-vascular beds prone to sickling. The spleen 
is frequently lost within the first 18–36 months of life, causing increased 
risk of infections. Presence of splenomegaly rules out the diagnosis of 
IPT and aplastic anemia."
"A 51-year-old man has become increasingly fatigued for the past 10 
months. On physical examination there are no abnormal findings. 
Laboratory studies show his Hgb is 9.2 g/dl, Hct 27.9%, MCV 132 fL, 
platelet count 242,000/microliter, and WBC count 7590/microliter. 
Which of the following morphologic findings is most likely to be 
present on examination of his peripheral blood smear?
a. Hypersegmented neutrophils
b. Nucleated red blood cells
c. Blasts with Auer rods
d. Hypochromic, microcytic RBCs
e. Schistocytes","Ans. a. Hypersegmented neutrophils
This patient is having macrocytic anemia (high MCV) without any 
significant abnormal finding on examination so the answer will be 
megaloblastic anemia. The etiology of the megaloblastic anemias is 
impaired DNA synthesis and assembly. The most common causes are 
vitamin B12 (cobalamin) or folic acid deficiencies. These substances 
are essential in the DNA synthesis pathway. The finding of significant 
macrocytosis (MCV > 100fL) suggests the presence of a megaloblastic 
anemia. Other causes of macrocytes are hemolysis with increased 
reticulocytes, liver disease, alcoholism, hypothyroidism, and aplastic 
anemia; however, the macrocytes in these conditions are round, not oval. 
If the MCV is over 120 fL, the patient is most likely to have a megaloblastic 
anemia. The neutrophils may show hypersegmentation. The finding 
of one neutrophil with 6 lobes signifies megaloblastic anemia (normal 
neutrophils have 2–4 lobes). Large or bizarre misshapen platelets are 
usually present."
"A 72-year-old man has been feeling tired for the past 8 months. On 
physical examination there are no abnormal findings. Laboratory 
416 Mcqs in Hematology
studies show Hgb 9.4 g/dL, Hct 28.3%, MCV 72 fL, platelet count 
239,000/uL, and WBC count 7500/uL with automated differential 
count of 70.1% neutrophils, 18.8% lymphocytes, and 11.1% 
monocytes. His total bilirubin is 1.0 mg/dL. Which of the following 
morphologic findings is most likely to be seen on his peripheral blood 
smear?
a. Fragmentation
b. Many nucleated forms
c. Hypochromasia
d. Spherocytosis
e. Howell-Jolly bodies","Ans. c. Hypochromasia 
Ref: William’s 8/e p573
This elderly gentleman is having microcytic anemia which could most 
likely be due to iron deficiency because of chronic GI blood loss. 
Fragmented RBCs, spherocytes and nRBCs are all associated with mild 
indirect hyperbilirubinemia (in this case total bilirubin is normal). 
434 Mcqs in Hematology
Howell-Jolly bodies are seen after splenectomy and there is no history 
of splenectomy. In men and in postmenopausal women, iron deficiency 
is most commonly caused by chronic bleeding from the gastrointestinal 
tract. Anisocytosis is an early and prominent finding in iron deficiency, 
often detectable before significant microcytosis and hypochromia 
develops. Red cell distribution width is a measure of anisocytosis and an 
increased RDW suggests a state of increased anisocytosis as seen early 
in iron deficiency anemi."
"A 19-year-old primigravida of Southeast Asian ancestry gives birth at 
35 weeks gestation a male infant. On physical examination the infant 
is markedly hydropic. Laboratory studies show his hematocrit is 17% 
and the peripheral blood smear reveals numerous nucleated red 
blood cells and even a few erythroblasts. The red blood cells display 
marked anisocytosis and poikilocytosis. Which of the following 
diseases is most likely to be present in this infant?
a. Sickle cell anemia
b. Alpha-thalassemia
c. Hemoglobin E disease
d. G6PD deficiency
e. Hereditary elliptocytosis","Ans. b. Alpha thalassemia 
Ref: William’s 8/e p636, 694
This patient presented with anemia at birth with microcytosis, nRBCs 
and anisopoikilocytosis in peripheral blood. Out of the options 
mentioned, Hemoglobin E disease and sickle cell disease do not present 
at birth. G6PD and hereditary elliptocytosis can rarely present at birth. 
Hereditary elliptocytosis is uncommon in the neonatal period. Typically, 
elliptocytosis does not appear on the blood film until the patient is 4 to 
6 months old. Occasionally, severe forms of hereditary elliptocytosis 
present in the neonatal period with severe, hemolytic anemia with marked 
poikilocytosis and jaundice. Alpha thalassemia is a frequent cause of 
stillbirth in Southeast Asia. Infants either are stillborn at 34 to 40 weeks of 
gestation or are born alive but die within the first few hours. Pallor, edema 
and hepatosplenomegaly are seen."
"A 46-year-old man has had worsening arthritis and swelling of his feet 
for the past year. On physical examination he has rales audible in all 
lung fields. A chest radiograph shows cardiomegaly and pulmonary 
edema. Laboratory studies show Hgb 13.0 g/dL, Hct 39.1%, MCV 86 fL, 
platelet count 255,500/uL, and WBC count 5920/uL. His serum iron 
is 406 microgram/mL with iron binding capacity 440 microgram/
mL and ferritin 830 ng/mL. Which of the following is the most likely 
diagnosis?
a. Beta-thalassemia
b. Autoimmune hemolytic anemia
c. Anemia of chronic disease
d. Polycythemia vera
e. Pernicious anemia
f. Hereditary hemochromatosis","Ans. f. Hereditary hemochromatosis 
 
 
Ref: William’s 8/e p593-94,Bacon BR, Diagnosis and Management of 
Hemochromatosis, Hepatology 2011
This patient is having arthropathy, normal Hb with high serum iron, TIBC 
and serum ferritin with cardiomegaly and features of heart failure. All 
these features point towards hereditary hemochromatosis. Other most 
important differential diagnosis mentioned in the options is anemia 
of chronic disease, but this is not the answer as there is no anemia and 
serum iron and TIBC will be low. AIHA will have anemia and spherocytes 
in the peripheral smear. Beta thalassemia does not present at this age. 
Pernicious anemia will present as macrocytic anemia. Hb value is not 
suggestive of polycythemia. 
Hereditary hemochromatosis is a common condition in which 
excessive iron absorption leads to greatly increased body iron stores. 
The deposition of iron occurs in parenchymal cells of the liver, heart, 
pancreas and other organs. In the majority of patients with overt hereditary 
haemochromatosis, the first symptoms develop between the ages of 30 and 
60 years. Approximately 85–90% of patients who have inherited forms of 
iron overload are homozygous for the C282Y mutation in HFE gene. The 
clinical manifestations can include the triad of cirrhosis, diabetes, and skin 
435
case Based questions
pigmentation (so-called ‘‘bronze diabetes’’). Liver biopsy is recommended 
to stage the degree of liver disease in C282Y homozygotes or compound 
heterozygotes if liver enzymes (ALT, AST) are elevated or if ferritin is 
>1000 lg/L. If there is no family history but hereditary hemochromatosis 
is suspected, the most useful tests are fasting transferrin saturation and 
serum ferritin. The transferrin saturation (ratio of serum iron and iron 
binding capacity) reflects increased absorption of iron, which is the 
underlying biological defect in hereditary hemochromatosis. A fasting 
transferrin saturation > 45% is the most sensitive test for hereditary 
hemochromatosis and it is unlikely if the ferritin is very high but the 
transferrin saturation is normal. Siblings of individuals with HH, or 
siblings of unaffected C282Y homozygotes, have at least a 25% chance 
of having the same genotype, and 50% chance of being a carrier for the 
HFE mutation."
"A 52-year-old man has had a fever with cough for a month. On 
physical examination his temperature is 37.5 °C. There are crackles 
auscultated in upper lung fields. A chest radiograph shows a 
reticulonodular pattern with upper lobe cavitary lesions. His sputum 
417
case Based questions
is positive for acid fast bacilli. A CBC shows: Hgb 14.2 g/dL, Hct 42.5%, 
MCV 92 fL, platelet count 225,000/uL, and WBC count 44,500/uL with 
differential count of 59 neutrophils, 20 bands, 8 metamyelocytes, 
4 myelocytes, 2 promyelocytes, 5 lymphocytes, and 2 monocytes. 
Which of the following laboratory test findings is most likely to be 
present in this man?
a. High leukocyte alkaline phosphatase
b. Karyotype with 46, XY, t(9;22)
c. Monoclonal gammopathy
d. Elevated D-dimer
e. Positive TdT assay","Ans. a. Elevated leukocyte alkaline phosphatase 
 
 
Ref: See explanation to Q no 4
This patient is having active pulmonary tuberculosis with high TLC and left 
shift in differential count suggestive leukemoid reaction. So his LAP score 
will be high. In CML LAP score will be low so option b is wrong. PS is also 
not suggestive of any lymphoid malignancy so option e will also be wrong. 
Elevated D-Dimer is suggestive of DIC but this patient is not having any 
feature of DIC such as low platelet or schistocytes on peripheral smear. 
Monoclonal gammopathy will have anemia and rouleaux formation in 
peripheral smear."
"A 5-year-old boy has become increasingly lethargic for the past 2 
months. On physical examination his temperature is 37.3 °C. There 
are ecchymoses noted on the skin of his lower legs. Laboratory 
studies show Hgb 9.2 g/dL, Hct 27.8%, MCV 91 fL, platelet count 
101,000/microliter, and WBC count 12,128/microliter. A bone 
marrow biopsy is performed and on microscopic examination shows 
nearly 100% cellularity with replacement by primitive cells that 
have large nuclei with delicate chromatin and indistinct nucleoli 
with scanty cytoplasm. These cells mark for CD10 (CALLA) antigen. 
Which of the following is the most likely diagnosis?
a. Acute myeloid leukemia
b. Hodgkin lymphoma
c. Acute lymphoblastic leukemia
d. Epstein-Barr virus infection
e. Chronic myelogenous leukemia","Ans. c. Acute lymphoblastic leukemia
The morphological description of primitive cells in the bone marrow is 
suggestive of blasts which are positive for CD10 which gives the diagnosis 
of ALL. In some studies, ALL has been subdivided into CD10 (the common 
acute lymphoblastic leukemia antigen, abbreviated cALLa) positive and 
CD10 negative. The majority of B-lineage ALL cases express CD"
"Average life span of platelets is:
a. 3�5 days
b. 7�10 days
c. 12�15 days
d. 16�20 days",Ans. b. 
"Pseudothrombocytopenia is due to:
a. EDTA
b. Heparin
c. Citrate
d. All of the above",Ans. a. 
"Heparin induced thrombocytopenia is due to antibodies against:
a. PF1
b. PF2
c. PF3
d. PF4",Ans. d.
"Heparin induced thrombocytopenia with thrombosis should be
treated with:
a. Low doses of heparin
b. Warfarin
c. Platelet transfusion
d. None of the above",Ans . d.
"In TTP:
a. PT is prolonged
b. APTT is prolonged
c. Both are prolonged
d. None of the above",Ans. d.
"Autosomal hemophilia is the term used for:
a. Type 2A vWD
b. Type 2B vWD
c. Type 2M vWD
d. Type 2N vWD",Ans. d. 
"In Factor XIII deficiency:
a. PT is prolonged
b. APTT is prolonged
c. TT is prolonged
d. All of the above are prolonged
e. None of the above is prolonged",Ans. e.
"Combined factor deficiency commonly seen is:
a. Factor V and VII
b. Factor V and VIII
c. Factor V and IX
d. Factor V and X",Ans. b.
"1 mg of protamine neutralizes:
a. 1 units of heparin
b. 10 units of heparin
c. 100 units of heparin
d. 200 units of heparin",Ans. c.
"After allogeneic stem cell transplantation neutrophil engraftment
occurs after:
a. 10�12 days
b. 18�20 days
c. 26�28 days
d. 34�36 days",Ans. a.
"Acute GVHD usually does not involve:
a. Skin
b. Liver
c. Kidney
d. Colon",Ans. c.
"Autologous transplant is not done for:
a. Lymphoma
b. Myeloma
c. AML
d. Aplastic anemia",Ans. d.
"Treatment of choice for Ph+ALL is:
a. Imatinib
b. Hyper CVAD chemotherapy c. Autologous transplant
d. Allogeneic transplant",Ans. d. 
"Treatment of choice for 20 years old aplastic anemia patient is:
a. Cyclosporin
b. Antithymocyte globulin
c. Autologous BMT
d. Allogeneic BMT",Ans. d.
"Eltrombopag is for:
a. PNH
b. ITP
c. Hodgkin�s lymphoma
d. Non-Hodgkin lymphoma",Ans. b.
"GVHD risk is high if donor inoculum contains large numbers of:
a. Regulatory T-cells
b. Cytotoxic T-cells
c. B-cells
d. Neutrophils",Ans. b.
"Veno-occlusive syndrome post-transplant includes, all except:
a. Weight gain
b. Ascites
c. Hepatomegaly
d. Decreased urine output",Ans. d.
"Post-hepatitis marrow failure is commonly seen due to:
a. Hepatitis A
b. Hepatitis C
c. Hepatitis G
d. None of the above",Ans. d.
"Which is not a feature of PNH?
a. Due to PIG-A gene mutation
b. Cells are deficient in GPI linked proteins
c. Never associated with myelodysplastic syndrome.
d. Thrombosis can be one of the presentation",Ans. c.
"Most common mutation in Fanconi�s anemia:
a. FANC D
b. FANC A
c. FANC B
d. FANC L",Ans. b.
"Incorrect for dyskeratosis congenital:
a. Mucous membrane leukoplasia
b. Hyperpigmentation
c. Abnormal nails
d. None of the above
e. All of the above",Ans. d.
"For very severe aplastic anemia ANC should be:
a. 0
b. < 50/mm3
c. < 200/mm3
d. <100/mm3",Ans. c.
"Chronic cyclosporine toxicity includes, all except:
a. Hypertension
b. Seizure
c. Myocardial infarction
d. Pnemocystis carinii infection",Ans. c.
"Which statement is correct?
a. TAR Syndrome has normal thumb
b. In Fanconi anemia, when radii are absent, thumb is preserved
c. Barth syndrome is related to platelet
d. None",Ans. a.
"Clastogenic agent is:
a. Mitomycin d
b. DEB
c. Cyclosporine
d. ATG",Ans. b.
"Prevention of TA-GVHD is by use of:
a. Directed donation
b. Irradiated blood products
c. Leukodepleted blood products
d. Storage for 4 hours at room temperature before transfusion",Ans. b.
"CCI term is used for:
a. Neutrophil recovery
b. RBC recovery
c. Platelet recovery
d. Eosinophil recovery in hypereosinophilic syndrome",Ans. c.
"Following syndromes are associated with AML, except:
a. Down�s syndrome
b. Kostman syndrome
c. Ataxia telangiectasia
d. Fanconi anemia
e. None",Ans. e.
"Acute promyelocytic leukemia is commonly associated with:
a. Gum hypertrophy
b. DIC
c. Chloroma
d. None",Ans. b.
"Extramedullary involvement is commonly seen in:
a. AML-M1
b. AML-M3
c. AML-M7
d. AML-M4",Ans. d.
"Tumor lysis syndrome is characterised by, all except:
a. hyperkalemia
b. hyokalemia
c. hyperuricemia
d. Hyperphosphatemia",Ans. b.
"Which one is considered favourable marker in AML?
a. t (6;9)
b. inv (3)
c. Monosomal 7
d. inv 16",Ans. d.
"High dose cytarabine has side effects all except:
a. Hepatitis
b. Cerebellar dysfunction
c. Renal dysfunction
d. Vomitting",Ans. c.
"Imatinib shows specificity for all except:
a. PDGFR receptor
b. BCR-ABL c. JAK-2
d. Kit tyrosine kinase",Ans. c.
"Philadelphia positivity is commonly seen in all cases of B-cell ALL,
except:
a. Elderly
b. Mixed phenotype acute leukemia
c. CD 10 + ALL
d. Patients with CNS disease",Ans. d.
"Which cytogenetic abnormality is associated with MALT lymphoma?
a. t (11:14)
b. t (11:18)
c. t ( 14:18)
d. t (8:14)",Ans. b.
"IPI (International Prognostic Index) includes, all except:
a. Age
b. Ann arbour stage
c. Performance status
d. No of node involvement",Ans. d.
"Not correct for polycythemia vera:
a. Splenomegaly may be presenting sign
b. JAK-2 v617 is seen in > 90% of patients
c. Aquagenic pruritus is a distinguishing feature
d. Hypertension is not seen.",Ans. d.
"Tear drop cells are seen commonly in:
a. CML
b. Myelofibrosis
c. Polycythemia
d. Essential thrombocytosis",Ans. b.
"Nonmalignant cause of myelofibrosis are, all except:
a. HIV infection
b. Tuberculosis
c. Hypoparathyroidism
d. Hyperparathyroidism",Ans. c.
"Massive splenomegaly is not seen in:
a. Myelofibrosis
b. Polycythemia vera
c. Essential thrombocytosis
d. CML",Ans. c.
"All are causes of reactive thrombocytosis, except:
a. IDA
b. Surgery
c. Essential thrombocytosis
d. Hemorrhage",Ans. c.
"t (15:19) is seen in:
a. CML
b. CNL
c. CLL
d. CEL",Ans. b.
"Hasford system is related with:
a. Hodgkin�s disease
b. NHL
c. CML
d. Cutaneous lymphoma",Ans. c.
"DLI is commonly for:
a. AML
b. ALL
c. NHL
d. CML",Ans. d.
"Following are common side effects of Imatinib except:
a. Skin rashes
b. Leg edema
c. Diarrhoea
d. Renal dysfunction",Ans. d.
"In CML BCR ABL transcript seen is:
a. p230
b. p190
c. p210
d. P240",Ans. c.
"Staging of multiple myeloma includes, all except:
a. Globulin
b. Albumin
c. b2 microglobulin
d. None",Ans. a.
"Waldenstrom�s macroglobulinemia is characterisd by all except:
a. lymphadenopathy
b. organomegaly
c. hypercalcemia
d. hyperviscosity",Ans. c.
"Seligmann�s disease is:
a. Gamma heavy chain disease
b. alpha heavy chain disease
c. mu heavy chain disease
d. light chain disease",Ans. b.
"Plasma cell leukemia should have:
a. < 1000/ul plasma cell on peripheral smear
b. 1000�2000/ul
c. > 2000/ul
d. none",Ans. c.
"Hyperviscosity is commonly seen with which paraprotein:
a. IgM
b. IgG
c. Ig A
d. IgD",Ans. a.
"Spherocytes in the blood film are a feature of which one of the
following?
a. Thalassemia major
b. AIHA
c. PNH
d. G6PD deficiency",Ans. b.
"Which one of the following is a feature of a chronic extravascular
hemolysis?
a. Raised serum conjugated bilirubin
b. Low reticulocyte count
c. Gall stones
d. Hypocellular marrow",Ans. c.
"All of the followings are the inherited causes of hemolytic anemia,
except:
a. Hereditary spherocytosis
b. G6PD deficiency
c. PNH
d. PK deficiency",Ans. c.
"Which one of the following is not true about autoimmune hemolytic
anemia?
a. Can complicate patients of lymphomas & leukemia
b. Can be caused by drugs
c. Can be caused by pernicious anemia
d. Is associated with positive Coombs test",Ans. c.
"Tear drop cells are seen in all of the following, except:
a. Myelofibrosis
b. Thalassemia major
c. Megaloblastic anemia
d. Hereditary spherocytosis",Ans. d.
"Hemolytic anemia associated with venous thrombosis:
a. AIHA
b. HS
c. PNH
d. PCH",Ans. c.
"TTP consists of all of the following, except:
a. Fever
b. Thrombocytopenia
c. Neurological symptoms
d. Bleeding",Ans. d.
"Microangiopathic hemolytic anemia is caused by all of the following,
except:
a. Sepsis
b. Prosthetic heart valves
c. Hemangioma
d. Methydopa",Ans. d.
"Ribavirin causes hemolysis by:
a. Antibody mediated
b. Complement mediated
c. ATP depletion
d. None of the above",Ans. c.
"Which one is not a cause of intravascular hemolysis?
a. Sepsis
b. PNH
c. ABO incompatibility
d. Hereditary spherocytosis",Ans. d.
"Hereditary spherocytosis is due to the defect in:
a. Ankyrin
b. Band 3
c. Protein 4.2
d. All of the above",Ans. d.
"Target cells are formed due to:
a. Increase in surface area due to lipid gain
b. Decrease in surface area due to lipid loss
c. Weakening of skeletal protein
d. All of the above",Ans. a.
"Membrane loss in the form of microvesicles is the characteristic
feature of:
a. Stomatocytes
b. Echinocytes
c. Acanthocytes
d. Microspherocytes",Ans. d.
"South-east Asian ovalocytosis is due to defect in:
a. Ankyrin
b. Band 3
c. Protein 4.2
d. Protein 4.1",Ans. b.
"In hereditary spherocytosis there is loss of:
a. Horizontal connections
b. Vertical connections
c. Both connections
d. Variable connections",Ans. b.
"Pincer like red cells are seen in deficiency of:
a. Ankyrin
b. Band 3
c. Protein 4.2
d. Protein 4.1",Ans. b.
"The characteristic red blood cell indices in hereditary spherocytosis
are:
a. Low MCV, increased MCHC, increased RDW
b. Low MCV, increased MCHC, decreased RDW c. High MCV, increased MCHC, increased RDW
d. High MCV, increased MCHC, decreased RDW ",Ans. a.
"Incubation increases the sensitivity of osmotic fragility test by:
a. Overhydration of the cell
b. Dehydration of the cell
c. Increasing the loss of surface area
d. Increasing the MCV",Ans. c.
"Instrument used in measuring osmotic gradient in HS is:
a. Osmocytometer
b. Spherocytometer
c. Ektacytometer
d. Viscometer",Ans. c.
"The most sensitive and specific screening test for hereditary spherocytosis
is:
a. Cryohemolysis test
b. Pink test
c. Glycerol lysis test
d. Eosin-5`-maleimide (EMA) binding test",Ans. d.
"Which of the following is not a myeloproliferative disorder?
a. Chronic neutrophilic leukemia
b. Chronic eosinophilic leukemia/hypereosinophilic syndrome
c. Chronic myelomyenocytic leukemia
d. Myeloproliferative disease, unclassifiable",Ans. c.
"Which of the following are risk factors for thrombosis in polycythemia
vera?
a. Age 60 years
b. History of previous thrombosis
c. High rate of phlebotomy
d. Both a and b",Ans. d.
"Risk of transformation to AML in patients of polycythemia vera
treated with phlebotomy is:
a. < 1%
b. 1�3%
c. 3�5%
d. 5�8%",Ans. b.
"The most common cause of mortality in polycythemia vera is:
a. Bleeding
b. Thrombosis
c. Progression to myelofibrosis
d. Transformation to AML",Ans. b.
"ECLAP study is related to:
a. Polycythemia vera
b. Myelofibrosis
c. Hypereosinophilic syndrome
d. Acute myeloid leukemia",Ans. a.
"Which of the following statement about JAK2 mutation in essential
thrombocythemia is correct?
a. Patients with ET who have JAK2 mutation have a higher median
hemoglobin concentration and neutrophil count than those who
lack the mutation
b. They may have more thromboembolic events
c. They may require more cytoreductive therapy
d. All of the above
e. None of the above",Ans. d.
"In CML t(9;22) results from:
a. Long arm of chromosome 9 to short arm of chromosome 22
b. Long arm of chromosome 9 to long arm of chromosome 22
c. Short arm of chromosome 9 to short arm of chromosome 22
d. Short arm of chromosome 9 to long arm of chromosome 22",Ans. b.
"IRIS trial compared:
a. Hydroxyurea with imatinib
b. Cytarabine with imatinib
c. Interferon with imatinib
d. Interferon and cytarabine with imatinib",Ans. d.
"Which of the following is not a good risk cytogenetic factor in MDS?
a. �Y
b. del 5q
c. del 20q
d. Inv 16",Ans. d.
"Gold standard for diagnosis of CML is:
a. LAP score
b. Cytogenetics
c. FISH
d. RT-PCR",Ans. b.
"True about combined deficiency of factors VIII and V is:
a. Presents with severe bleeding
b. Sex-linked recessive disease
c. Due to defects in LMAN1 and MCFD2 genes
d. All of the above",Ans. c.
"The Leyden phenotype of hemophilia B is characterized by:
a. Severe hemophilia A in childhood that becomes mild after puberty
b. Mild hemophilia A in childhood that becomes severe after puberty
c. Severe hemophilia B in childhood that becomes mild after puberty
d. Severe hemophilia A and B in childhood that become mild after
puberty",Ans. c.
"The incidence of hemophilia A is:
a. 1 in 5000 live male births
b. 1 in 10000 live male births
c. 1 in 15000 live male births
d. 1 in 20000 live male births",Ans. a.
"The cause of decreased risk of bleeding in severe hemophilia A may
be:
a. Factor V Leiden,
b. Protein C deficiency, the
c. Prothrombin G20210A gene variant
d. All of the above",Ans. d.
"The inhibitors develop in�.. of patients with severe hemophilia A:
a. 5 percent
b. 15 percent
c. 25 percent
d. 35 percent",Ans. c.
"Symptomatic hemophilia A can develop in females because of:
a. X-chromosome inactivation resulting in low levels of factor VIII.
b. Mating between an affected male and a carrier female producing
homozygous disease
c. Loss of an X-chromosome in Turner syndrome
d. All of the above",Ans. d.
"Obligate carrier in hemophilia is defined as:
a. Mother of more than one hemophilic son
b. Daughter of a patient with hemophilia
c. All of the above
d. None of the above",Ans. c.
"Patients with high responder inhibitors have:
a. Increase in antibody titer after each exposure
b. Response begins within 2 to 3 days,
c. Peaks at 7 to 21 days, and
d. May persist for years in the absence of reexposure
e. All of the above",Ans. e.
"Inhibitor development is least common with:
a. Large deletions � 38 percent
b. Nonsense mutations � 36 percent
c. Inversions � 20 percent
d. Small deletions � 14 percent
e. Missense mutations � 7 percent",Ans. e.
"According to the CANAL study, one of the following is not a risk factor
for inhibitor development:
a. Family history of inhibitors
b. High-risk gene mutation present
c. Intensive treatment at first episode
d. Starting treatment with factor at early age",Ans. d.
"Antibodies are most commonly directed against the following
domain in factor VIII inhibitors:
a. A2 domain
b. C2 domain
c. A3 domain
d. C1 domain",Ans. b.
"Cryoprecipitate contains �� times more factor VIII compared to
fresh frozen plasma:
a. 10
b. 30
c. 50
d. 100",Ans. d.
"IV administration of 0.5 international units/kg of body weight of
factor VIII will increase circulating factor VIII levels by:
a. 0.5 international units/dL
b. 1 international units/dL
c. 1.5 international units/dL
d. 2 international units/dL",Ans. b.
"The usual dose of epsilon aminocaproic acid is:
a. 25 to 50 mg/kg per dose every six hours
b. 50 to 75 mg/kg per dose every six hours
c. 75 to 100 mg/kg per dose every six hours
d. 100 to 125 mg/kg per dose every six hours",Ans. c.
"Patients with factor IX inhibitors have:
a. Increased risk of nephrotic syndrome
b. Increased risk of anaphylaxis
c. Poor response to immune tolerance induction
d. All of the above",Ans. d.
"What percent of patients with hemophilia A do not have a family
history of bleeding?
a. 10%
b. 20%
c. 30%
d. 40%",Ans. c.
"How many patients of hemophilia A have severe disease?
a. 10�20%
b. 20�30%
c. 30�40%
d. 50�60%",Ans. d.
"The following is not the feature of Fanconi anemia:
a. Short stature
b. Hypopigmented spots and caf�-au-lait spots
c. Abnormality of thumbs
d. Macrocephaly
e. Hypogonadism",Ans. d.
"The most common malignancy in Fanconi anemia is:
a. Acute myeloid leukemia
b. Squamous cell carcinoma of the head and neck
c. Genitourinary malignancy
d. Skin cancers",Ans. b.
"Peak age of presentation of Fanconi anemia is:
a. Less than 1 year
b. 1�5 years
c. 5�15 years
d. 15�20 years
e. More than 20 years",Ans. c.
"Triad of dyskeratosis congenita include, all except:
a. Anemia
b. Hyperpigmented rash
c. Nail dystrophy
d. Mucosal leukoplakia",Ans. a.
"Dyskeratosis congenita is inherited as:
a. X-linked recessive trait
b. Autosomal dominant trait
c. Autosomal recessive trait
d. All of the above",Ans. d.
"Treatment of choice for dyskeratosis congenita is:
a. Androgens
b. Growth factors
c. Androgens, growth factors and supportive care
d. Stem cell transplantation",Ans. d.
"True about Shwachman-Diamond syndrome are, except:
a. Usually presents in infancy
b. Endocrine pancreatic insufficiency c. Bone marrow failure
d. Skeletal anomalies",Ans. b.
"True about Shwachman-Diamond syndrome are:
a. Conversion mutations which recombine portions of the pseudogene
and SBDS gene, resulting in a dysfunctional SBDS gene
b. Autosomal recessive disorder
c. It is a ribosomopathy
d. All of the above",Ans. d.
"Bone marrow involvement in chronic lymphocytic leukemia is:
a. Stage 0
b. Stage 1
c. Stage 3
d. Stage 4",Ans. a.
"Stage of most common presentation of chronic lymphocytic leukemia
is:
a. Stage 0 (lymphocytosis) � 25 percent
b. Stages I to II (lymphadenopathy, organomegaly) � 50 percent
c. Stages III to IV (anemia, thrombocytopenia) � 25 percent
d. All stage have equal frequency of presentation",Ans. b.
"The median survival from the time of diagnosis in stage 3 and 4
chronic lymphocytic leukemia patients is:
a. 10 months
b. 20 months
c. 30 months
d. 40 months",Ans. b.
"Autoimmune phenomena seen in chronic lymphocytic leukemia
are, all except:
a. Coombs' positive autoimmune hemolytic anemia
b. Idiopathic thrombocytopenic purpura
c. Pure red cell aplasia
d. Rheumatoid arthritis",Ans. d.
"Cytogenetic abnormalities seen in chronic lymphocytic leukemia
are all except:
a. Trisomy 12
b. 14q+
c. del 13q14
d. 11p deletion",Ans. d.
"Indications for treatment in chronic lymphocytic leukemia are all
except:
a. Symptomatic anemia and/or thrombocytopenia
b. Repeated episodes of infection
c. Severe insect hypersensitivity
d. Autoimmune hemolytic anemia and/or thrombocytopenia that are
poorly responsive to corticosteroid therapy
e. del 17p",Ans. e.
"Adverse prognostic features in chronic lymphocytic leukemia are,
except:
a. ZAP-70
b. CD38
c. Unmutated immunoglobulin Vh genes
d. del 13q14",Ans. d.
"Treatment of choice for patients with localized (stage I) SLL is:
a. Observation
b. Localized radiation therapy
c. Chemotherapy
d. Chemotherapy plus localized radiation therapy",Ans. b.
"Patients with del(17p) or del(11q) are at high risk because of:
a. Not responding adequately to initial treatment
b. Relapsing soon after achieving remission
c. Requiring treatment early
d. All of the above",Ans. d.
"Regarding alemtuzumab therapy in chronic lymphocytic leukemia,
all are true, except:
a. Single agent alemtuzumab results in overall response and complete
remission (CR) rates of approximately 83 and 24 percent, respectively.
b. A survival benefit has not been demonstrated
c. Effective when maximum lymph nodes < 5 cm in diameter
d. Can deplete bone marrow leukemic clone and achieve MRD
negativity
e. All are true",Ans. e.
"Which of the following drug is not used in chronic lymphocytic
leukemia?
a. Mitoxantrone
b. Pentostatin
c. Fludarabine
d. All are used",Ans. d.
